h_type	date	adress	loc	num_floor	unit_per_floor	price	age	statuse	view	doc_status	north	sought	west	east	floor	area	num_sleep	tel	kitch	service	floor_covering	open	parking	warehouse	balcony	equipment
آپارتمان	1402/06/07	تهرانپارس میدان شاهد	4	4	4	4,650,000,000 تومان	17	تخلیه	سنگ	شخصي	0	1	0	0	1	50	2	1	MDF	ايراني فرنگي	پارکت	1	1	1	0	شوفاژ_کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/14	فرجام چهارراه ولیعصر	4	4	2	9,000,000,000 تومان	30	اجاره	سنگ	شخصي	1	0	0	0	4	116	2	1	چوبي	ايرانی	سنگ	1	1	1	0	شوفاژ_کولر_گاز
آپارتمان	1402/06/04	تهران پارس خ استخر	4	4	3	4,100,000,000 تومان	20	مسکونی	سنگ	شخصي	0	1	0	0	4	59	2	1	MDF	ايرانی	سراميک	1	1	1	0	کولر_گاز
آپارتمان	1402/06/12	شمس آباد خ لاهیجانی	4	5	2	10,918,000,000 تومان	نوساز	اجاره	سنگ	دردست اقدام	0	1	0	0	4	106	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/06	هروی حسین آباد	4	11	4	20,700,000,000 تومان	نوساز	تخلیه	سنگ	دردست اقدام	0	1	0	0	4	180	3	1	هایگلاس	ايراني فرنگي	سراميک	1	1	1	1	کولر_آسانسور_گاز
آپارتمان	1402/06/11	جشنواره خ درختی	4	4	4	3,250,000,000 تومان	17	مسکونی	آجر	شخصي	0	1	0	0	4	51	1	1	MDF	ايرانی	سراميک	1	1	1	1	کولر_گاز
آپارتمان	1402/05/30	تهرانپارس پارك پلیس	4	8	4	13,000,000,000 تومان	20	مسکونی	سنگ	شخصي	1	0	0	0	4	128	3	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/08	تهرانپارس فلكه 4	4	7	4	9,300,000,000 تومان	22	مسکونی	سيمان	شخصي	1	0	0	0	7	107	2	1	هایگلاس	ايراني فرنگي	پارکت	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/07	دلاوران تكاوران شمالی	4	5	3	7,850,000,000 تومان	6	مسکونی	سنگ	شخصي	0	1	0	0	5	95	2	1	هایگلاس	ايراني فرنگي	سراميک	1	1	1	1	کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/12	هروی حسین آباد	4	11	9	19,800,000,000 تومان	نوساز	تخلیه	سنگ	دردست اقدام	1	0	0	0	9	180	3	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/07	شمس اباد خ كمالی	4	5	3	8,100,000,000 تومان	6	اجاره	سنگ	شخصي	1	0	0	0	3	74	2	1	MDF	ايراني فرنگي	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/07	تهران پارس خ 216 غربی	4	5	2	8,924,000,000 تومان	9	تخلیه	سنگ	شخصي	0	1	0	0	1	92	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	کولر_آسانسور_پکیج_گاز
آپارتمان	1402/05/28	حكیمیه سازمان آب	4	9	5	5,300,000,000 تومان	8	مسکونی	کنيتکس	تعاوني	0	1	0	0	9	67	1	1	MDF	ايرانی	سراميک	1	1	1	1	کولر_فن کوئر_آسانسور_گاز
آپارتمان	1402/05/28	دلاوران تكاوران	4	4	1	5,200,000,000 تومان	22	تخلیه	سنگ	شخصي	0	1	0	0	4	87	2	1	MDF	ايرانی	سراميک	1	1	1	1	شوفاژ_کولر_پکیج_گاز
آپارتمان	1402/06/14	شریعتی روبروی پارك كوروش	4	5	2	22,475,000,000 تومان	نوساز	تخلیه	سنگ	شخصي	0	1	0	0	3	145	3	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	کولر_آسانسور_چیلر_گاز
آپارتمان	1402/06/06	تهران پارس فلكه 3 خ 192	4	4	2	4,000,000,000 تومان	19	مسکونی	سنگ	شخصي	1	0	0	0	2	50	1	1	MDF	ايرانی	سراميک	1	0	1	0	کولر_گاز
آپارتمان	1402/06/12	تهرانپارس بلوار پروین خ 206	4	4	2	7,100,000,000 تومان	20	تخلیه	سنگ	شخصي	0	1	0	0	3	101	2	1	MDF	ايرانی	سنگ	1	0	1	1	شوفاژ_کولر_گاز
آپارتمان	1402/05/30	تهران پارس خ 196 غربی	4	5	3	11,500,000,000 تومان	9	مسکونی	سنگ	شخصي	0	1	0	0	1	107	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	0	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/12	جشنواره خ اسفندانی	4	4	2	4,120,000,000 تومان	12	مسکونی	سنگ	شخصي	1	0	0	0	1	55	2	1	MDF	ايرانی	سراميک	1	0	1	0	کولر_پکیج_گاز
آپارتمان	1402/06/04	تهران پارس بین خیری و مظفری	4	4	1	4,000,000,000 تومان	20	تخلیه	سنگ	شخصي	0	1	0	0	4	66	1	1	MDF	ايرانی	سراميک	1	0	1	0	کولر_گاز
آپارتمان	1402/05/29	هروی حسین آباد	4	5	2	8,500,000,000 تومان	نوساز	تخلیه	سنگ	شخصي	0	1	0	0	5	60	1	1	MDF	ايراني فرنگي	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_پکیج_گاز
آپارتمان	1402/05/29	تهرانپارس خ 113	4	4	2	5,300,000,000 تومان	30	تخلیه	سنگ	شخصي	0	1	0	0	4	80	2	1	MDF	ايرانی	سراميک	1	0	1	0	شوفاژ_کولر_گاز
آپارتمان	1402/06/07	هروی حسین اباد	4	11	9	14,760,000,000 تومان	نوساز	تخلیه	سنگ	شخصي	1	0	0	0	مختلف	123	3	1	MDF	ايراني فرنگي	سراميک	1	1	1	0	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/08	تهرانپارس پارك پلیس خ صاحب الزمان	4	5	3	6,500,000,000 تومان	9	مسکونی	سنگ	شخصي	1	0	0	0	4	65	2	1	هایگلاس	ايراني فرنگي	سراميک	1	1	1	0	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/08	تهران پارس بلوار پروین بین بلوار و 131	4	4	2	4,150,000,000 تومان	21	مسکونی	سنگ	شخصي	0	1	0	0	همكف	64	1	1	چوبي	ايرانی	سراميک	1	0	1	1	کولر_گاز
آپارتمان	1402/06/07	جشنواره خ اسفندانی	4	5	3	6,000,000,000 تومان	5	مسکونی	سنگ	شخصي	1	0	0	0	3	74	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	0	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/05/31	فرجام نرسیده به میدان 69	4	4	2	8,585,000,000 تومان	30	اجاره	سنگ	شخصي	0	1	0	0	2	101	2	1	MDF	ايرانی	پارکت	1	1	1	0	شوفاژ_کولر_گاز
آپارتمان	1402/06/09	بزرگراه رسالت كرمان شمالی	4	5	3	6,375,000,000 تومان	نوساز	تخلیه	سنگ	شخصي	1	0	0	0	3	75	2	1	MDF	ايراني فرنگي	سراميک	1	0	1	0	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/07	تهرانپارس سجده ای شمالی	4	5	3	3,990,000,000 تومان	14	مسکونی	سنگ	شخصي	1	1	0	0	1	46	1	1	MDF	فرنگی	سراميک	1	0	0	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/05/31	حكیمیه بلواربابائیان خ امام حسین	4	5	2	10,200,000,000 تومان	8	مسکونی	سنگ	شخصي	1	0	0	0	3	137	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/07	اتوبان بابایی شهرك شهپریان	4	10	8	8,000,000,000 تومان	4	مسکونی	سنگ	تعاوني	0	1	0	0	1	90	2	1	هایگلاس	ايراني فرنگي	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/14	شمس آباد خ ریحانی	4	6	4	12,535,000,000 تومان	نوساز	تخلیه	سنگ	دردست اقدام	1	0	0	0	6	109	3	1	هایگلاس	ايراني فرنگي	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور
آپارتمان	1402/06/05	هروی ساقدوش	4	4	4	10,000,000,000 تومان	14	اجاره	سنگ	شخصي	1	0	0	0	4	92	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/06	جشنواره خ زهدی	4	5	2	6,000,000,000 تومان	10	مسکونی	سنگ	شخصي	0	1	0	0	5	105	2	1	MDF	ايرانی	سراميک	1	1	1	0	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/01	تهران پارس خ 222 غربی	4	3	2	4,700,000,000 تومان	30	مسکونی	سنگ	شخصي	1	0	0	0	3	78	2	1	MDF	ايرانی	سراميک	1	1	1	0	شوفاژ_کولر_گاز
آپارتمان	1402/05/28	تهران پارس بلوار پروین بین خ 131و133	4	5	3	4,800,000,000 تومان	8	مسکونی	تراورتن	شخصي	0	1	0	0	3	60	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/09	فرجام خ حیدرخانی	4	4	2	4,800,000,000 تومان	20	اجاره	سنگ	شخصي	1	0	0	0	4	71	2	1	MDF	ايرانی	سراميک	0	0	1	1	شوفاژ_کولر_گاز
آپارتمان	1402/06/08	جشنواره خ درختی خ طالبی آهویی	4	4	2	6,700,000,000 تومان	11	مسکونی	سنگ	شخصي	1	0	0	0	4	92	2	1	MDF	ايرانی	سراميک	1	1	1	0	کولر_آسانسور_پکیج_گاز
آپارتمان	1402/05/30	هنگام شمیران نو میدان پاكدامن	4	3	2	2,000,000,000 تومان	30	مسکونی	آجر	قولنامه اي	1	0	0	0	2	55	1	1	MDF	ايرانی	سراميک	1	0	1	0	کولر_گاز
آپارتمان	1402/05/31	تهرانپارس خ 116	4	6	2	13,900,000,000 تومان	4	تخلیه	سنگ	شخصي	1	0	0	0	1	130	3	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	کولر_آسانسور_پکیج_گاز
آپارتمان	1402/05/29	تهران پارس خ 111	4	4	1	16,000,000,000 تومان	20	مسکونی	سنگ	شخصي	0	1	0	0	1	145	3	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_گاز
آپارتمان	1402/05/30	تهرانپارس فلكه اول خ 150	4	7	4	17,550,000,000 تومان	نوساز	اجاره	سنگ	شخصي	0	1	0	0	2	130	3	1	هایگلاس	ايراني فرنگي	سنگ	1	1	1	1	کولر_آسانسور_پکیج_گاز
آپارتمان	1402/05/29	تهرانپارس پروین بین 133و135	4	4	6	3,850,000,000 تومان	14	تخلیه	سنگ	شخصي	0	1	0	0	4	48	1	1	MDF	ايرانی	سراميک	1	1	1	0	شوفاژ_کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/04	تهرانپارس خ 162	4	5	2	4,250,000,000 تومان	18	مسکونی	گرانيت	شخصي	0	1	0	0	1	52	1	1	هایگلاس	ايرانی	سراميک	1	0	1	0	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/07	فرجام میدان 25	4	4	2	5,850,000,000 تومان	10	تخلیه	سنگ	شخصي	1	0	0	0	3	65	1	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_گاز
آپارتمان	1402/05/28	دلاوران خ تكاوران شمالی	4	5	2	5,900,000,000 تومان	9	تخلیه	سنگ	شخصي	1	0	0	0	4	80	2	1	MDF	ايراني فرنگي	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_پکیج_گاز
آپارتمان	1402/05/28	حكیمیه شهرك والفجر	4	4	1	12,000,000,000 تومان	3	تخلیه	سنگ	شخصي	0	1	0	0	1	125	3	1	MDF	ايراني فرنگي	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/11	حكیمیه تقاطع سازمان آب و بهار	4	10	6	5,300,000,000 تومان	11	تخلیه	سنگ	تعاوني	1	0	0	0	2	70	1	1	چوبي	ايرانی	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_پکیج
آپارتمان	1402/05/26	حكیمیه فاز یك خ گلریز	4	4	1	11,100,000,000 تومان	6	تخلیه	سنگ	شخصي	1	0	0	0	2	128	3	1	MDF	ايراني فرنگي	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_پکیج_گاز
آپارتمان	1402/05/28	مجیدیه شمالی خ 16 متری اول	4	4	1	7,875,000,000 تومان	نوساز	تخلیه	سنگ	شخصي	1	0	0	0	1	75	2	1	MDF	ايراني فرنگي	پارکت سنگ	1	1	1	0	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/14	فلكه اول تهران پارس خ 152 غربی	4	5	2	14,500,000,000 تومان	12	تخلیه	تراورتن	شخصي	1	0	0	0	1	128	3	1	MDF	ايراني فرنگي	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/09	تهران پارس امیری طائمه (گلبرگ) خ 111	4	4	2	5,000,000,000 تومان	20	مسکونی	سنگ	شخصي	1	0	0	0	3	78	2	1	MDF	ايرانی	سراميک	1	0	1	0	کولر_گاز
آپارتمان	1402/06/08	بنی هاشم خ صالحی	4	4	1	5,100,000,000 تومان	11	اجاره	سنگ	شخصي	1	0	0	0	4	51	1	1	MDF	ايرانی	سنگ	1	1	1	0	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/08	جشنواره روبروی هلال احمر	4	5	4	5,500,000,000 تومان	19	تخلیه	سنگ	شخصي	1	0	0	0	1	68	1	1	MDF	ايرانی	سراميک	1	1	1	1	کولر_آسانسور_پکیج_گاز
آپارتمان	1402/05/31	خواجه عبداله خ تیسفون	4	5	2	15,750,000,000 تومان	نوساز	تخلیه	سنگ	شخصي	0	1	0	0	مختلف	105	2	1	هایگلاس	ايراني فرنگي	سنگ	0	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/07	هنگام شمیران نو	4	3	1	1,000,000,000 تومان	23	اجاره	سنگ	قولنامه اي	0	0	0	1	3	50	1	1	MDF	ايرانی	سراميک	1	0	0	1	کولر_گاز
آپارتمان	1402/05/30	تهران پارس بلوار پروین خ 212	4	4	2	3,500,000,000 تومان	18	مسکونی	سنگ	شخصي	0	1	0	0	1	54	1	1	MDF	ايرانی	سراميک	1	1	1	0	کولر_گاز
آپارتمان	1402/06/09	دلاوران تكاوران	4	7	2	8,500,000,000 تومان	6	تخلیه	سنگ	شخصي	1	0	0	0	7	110	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/11	جشنواره خ زهدی	4	5	4	5,200,000,000 تومان	10	اجاره	سنگ	شخصي	0	1	0	0	4	75	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/06	جشنواره خ هلیسایی	4	4	2	4,750,000,000 تومان	13	مسکونی	سنگ	شخصي	1	0	0	0	1	67	1	1	چوبي	ايرانی	سراميک	1	1	1	0	کولر_پکیج_گاز
آپارتمان	1402/06/06	بنی هاشم خ صالحی	4	5	3	4,600,000,000 تومان	11	تخلیه	آجر	شخصي	0	1	0	0	1	51	1	1	MDF	ايرانی	سراميک	1	0	0	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/05/30	تهرانپارس خ 148	4	3	1	20,000,000,000 تومان	30	مسکونی	سنگ	شخصي	0	1	0	0	1	78	2	1	MDF	ايرانی	سراميک	1	1	1	1	کولر_حیاط_پکیج_گاز
آپارتمان	1402/05/31	هروی حسین آباد	4	5	1	19,300,000,000 تومان	23	تخلیه	سنگ	شخصي	0	1	0	0	1	181	3	1	هایگلاس	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/14	جشنواره خ زهدی 20 متری ملكی	4	4	1	3,200,000,000 تومان	5	مسکونی	سنگ	قولنامه اي	1	0	0	0	3	80	2	1	MDF	ايراني فرنگي	سراميک	1	0	1	0	کولر_گاز
آپارتمان	1402/05/31	بزرگراه رسالت نرسیده به خ عبادی	4	4	2	5,300,000,000 تومان	20	اجاره	سنگ	شخصي	0	1	0	0	3	67	2	1	MDF	ايراني فرنگي	سراميک	1	0	1	0	شوفاژ_کولر_گاز
آپارتمان	1402/05/31	جشنواره خ امین	4	3	1	3,500,000,000 تومان	30	مسکونی	سنگ	شخصي	0	1	0	0	3	76	1	1	MDF	ايرانی	موزائيک	1	0	1	0	کولر_گاز
آپارتمان	1402/06/06	تهران پارس خ 210 شرقی	4	5	3	10,000,000,000 تومان	3	مسکونی	سنگ	شخصي	1	0	0	0	3	100	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/01	تهران پارس خ 162	4	4	3	4,500,000,000 تومان	24	مسکونی	سنگ	شخصي	0	1	0	0	3	61	2	1	MDF	فرنگی	پارکت	1	1	1	0	کولر_گاز
آپارتمان	1402/06/02	شهید عراقی نرسیده به خ بنفشه	4	5	9	28,900,000,000 تومان	نوساز	اجاره	سنگ	شخصي	0	1	0	0	4	170	3	1	MDF	ايرانی	سنگ	1	1	1	1	کولر_آسانسور_گاز
آپارتمان	1402/06/02	سراج ك بدیع الزمانی	4	4	1	5,800,000,000 تومان	22	مسکونی	سنگ	شخصي	0	1	0	0	همكف	81	2	1	MDF	ايرانی	سراميک	1	0	1	0	کولر_پکیج_گاز
آپارتمان	1402/05/28	جشنواره پایین تر از میدان رهبر خ كمیل	4	4	1	2,200,000,000 تومان	8	مسکونی	سنگ	مشاع	1	0	0	0	1	50	1	1	MDF	ايرانی	سراميک	1	0	0	0	کولر_گاز
آپارتمان	1402/05/26	هروی حسین آباد خ وفامنش	4	11	2	38,880,000,000 تومان	نوساز	تخلیه	سنگ	شخصي	1	1	0	0	11	216	3	1	MDF	ايراني فرنگي	سنگ	1	1	1	1	کولر_آسانسور_گاز
آپارتمان	1402/05/30	تهرانپارس خ 136	4	5	1	23,405,000,000 تومان	2	تخلیه	سنگ	شخصي	0	1	0	0	مختلف	151	3	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/05	اتوبان بابایی شهرك البرز	4	12	8	9,600,000,000 تومان	6	مسکونی	سيمان	تعاوني	0	1	0	0	8	96	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/08	سراج خ گلستان	4	4	2	4,200,000,000 تومان	7	تخلیه	سنگ	شخصي	1	0	0	0	3	51	1	1	MDF	ايرانی	سنگ	1	1	1	0	شوفاژ_کولر_آسانسور_پکیج_گاز
آپارتمان	1402/05/31	شمس آباد خ كمالی	4	4	1	9,000,000,000 تومان	20	تخلیه	سنگ	شخصي	0	1	0	0	همكف	65	1	1	MDF	ايرانی	پارکت	1	0	1	0	کولر_گاز
آپارتمان	1402/06/08	تهرانپارس خ 162 شرقی	4	5	3	10,900,000,000 تومان	نوساز	تخلیه	سنگ	شخصي	0	1	0	0	1	90	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/07	تهرانپارس بلوار پروین بین بلوار و131	4	4	1	5,000,000,000 تومان	9	اجاره	سنگ	قولنامه اي	1	0	0	0	1	120	2	1	MDF	ايراني فرنگي	پارکت	1	0	1	1	شوفاژ_کولر_پکیج_گاز
آپارتمان	1402/06/01	شهید عراقی نرسیده به خ كشوری	4	5	2	11,000,000,000 تومان	25	تخلیه	رومي	شخصي	1	1	0	0	4	123	2	1	MDF	ايراني فرنگي	سنگ	1	0	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/12	مجیدیه شمالی میدان ملت	4	5	4	13,108,000,000 تومان	15	اجاره	سنگ	شخصي	1	0	0	0	1	113	3	1	MDF	ايراني فرنگي	پارکت	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/11	شمس آباد خ شهید كرد	4	5	5	7,800,000,000 تومان	15	اجاره	سنگ	شخصي	0	1	0	1	همكف	88	2	1	MDF	ايراني فرنگي	سراميک	1	0	1	0	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/13	شمس آباد بلوار بیژن	4	5	4	9,568,000,000 تومان	8	تخلیه	سنگ	شخصي	1	0	0	0	1	92	2	1	MDF	ايراني فرنگي	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/04	هنگام نرسیده به خ طاهرخانی	4	5	3	5,200,000,000 تومان	13	تخلیه	سنگ	شخصي	1	1	0	0	4	60	1	1	MDF	ايرانی	سراميک	0	0	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/06	جشنواره خ زهدی	4	3	1	2,450,000,000 تومان	17	مسکونی	سنگ	قولنامه اي	1	0	0	0	همكف	71	1	1	MDF	ايرانی	سراميک موزائيک	1	0	1	0	کولر_گاز
آپارتمان	1402/06/01	حكیمیه نگارستان	4	5	3	5,340,000,000 تومان	نوساز	تخلیه	سنگ	شخصي	0	1	0	0	1	60	1	1	دلخواه	ايراني فرنگي	سراميک	1	1	1	1	آسانسور_پکیج_گاز
آپارتمان	1402/05/28	تهران پارس بلوار پروین خ 218	4	5	3	8,500,000,000 تومان	8	مسکونی	تراورتن	شخصي	0	1	0	0	4	60	1	1	MDF	ايراني فرنگي	سراميک	1	0	1	1	کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/05	تهرانپارس خ استخر روبروی باشگاه دارائی	4	4	2	5,600,000,000 تومان	11	مسکونی	سنگ	شخصي	0	1	0	0	4	80	2	1	MDF	ايرانی	سراميک	1	1	1	0	شوفاژ_کولر_گاز
آپارتمان	1402/06/11	جشنواره خ اسفندانی	4	4	2	4,900,000,000 تومان	11	مسکونی	سنگ	شخصي	1	0	0	0	4	63	2	1	چوبي	ايراني فرنگي	سراميک	1	1	1	0	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/05/28	شمس آباد خ شهید كرد	4	4	6	5,800,000,000 تومان	15	اجاره	سيمان	شخصي	1	0	0	0	3	75	2	1	MDF	ايرانی	سراميک	1	1	1	0	کولر_گاز
آپارتمان	1402/06/04	شمس آباد شهید كرد	4	6	4	13,800,000,000 تومان	1	اجاره	سنگ	شخصي	1	0	0	0	5	120	2	1	هایگلاس	ايراني فرنگي	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/05/30	تهرانپارس فلكه اول خ رشید	4	5	3	4,400,000,000 تومان	19	تخلیه	سنگ	شخصي	0	1	0	0	3	55	1	1	MDF	ايراني فرنگي	پارکت	1	0	1	0	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/05/29	حكیمیه فاز یك	4	5	3	5,880,000,000 تومان	7	تخلیه	سنگ	شخصي	1	1	0	0	4	60	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_پکیج_گاز
آپارتمان	1402/05/31	دلاوران خ تكاوران	4	4	1	4,250,000,000 تومان	26	مسکونی	سنگ	شخصي	1	0	0	0	4	59	1	1	MDF	ايرانی	سراميک	1	0	1	0	کولر_گاز
آپارتمان	1402/05/30	جشنواره خ جعفرپناه	4	5	3	5,800,000,000 تومان	8	مسکونی	سنگ	شخصي	0	1	0	0	3	87	2	1	MDF	ايرانی	سراميک	1	1	1	0	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/06	تهرانپارس خ توكل	4	4	2	4,500,000,000 تومان	22	مسکونی	سنگ	شخصي	1	1	0	0	4	72	2	1	MDF	ايرانی	سراميک	1	1	1	1	شوفاژ_کولر_گاز
آپارتمان	1402/06/11	تهران پارس ك یزدان دوست	4	5	2	12,500,000,000 تومان	10	مسکونی	سنگ	شخصي	0	1	0	0	2	100	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_آسانسور_گاز
آپارتمان	1402/06/11	اتوبان بابایی شهرك شهید بهشتی	4	4	6	8,000,000,000 تومان	13	مسکونی	سنگ	تعاوني	0	1	0	0	2	110	3	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/09	تهران پارس بالاتر از 3 راه استخر	4	5	4	11,000,000,000 تومان	7	مسکونی	کنيتکس	تعاوني	0	0	0	1	1	141	3	1	MDF	فرنگی	سراميک	1	1	1	0	شوفاژ_کولر_آسانسور_حیاط_گاز
آپارتمان	1402/06/08	لویزان خ فرشادی	4	5	2	13,600,000,000 تومان	1	تخلیه	سنگ	شخصي	0	1	0	0	2	124	3	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	کولر_آسانسور_پکیج_گاز
آپارتمان	1402/05/29	تهران پارس بلوار پروین خ 216	4	5	4	3,500,000,000 تومان	17	مسکونی	سنگ	شخصي	1	0	0	0	3	45	1	1	MDF	ايرانی	سراميک	1	1	1	0	کولر_آسانسور_گاز
آپارتمان	1402/05/28	مجیدیه شمالی خ حسینی	4	3	1	4,000,000,000 تومان	23	اجاره	سنگ	شخصي	0	1	0	0	1	52	1	1	فلزي	ايرانی	سراميک	1	0	1	0	کولر_گاز
آپارتمان	1402/06/07	جشنواره خ درختی	4	5	4	4,500,000,000 تومان	6	تخلیه	سنگ	شخصي	0	1	0	0	2	52	1	1	چوبي	ايرانی	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_چیلر_گاز
آپارتمان	1402/05/30	حكیمیه خ بهار سازمان آب	4	4	6	6,240,000,000 تومان	25	مسکونی	سنگ	شخصي	0	1	0	0	1	96	2	1	MDF	ايرانی	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/05/28	تهران پارس خ استخر	4	5	3	4,250,000,000 تومان	15	اجاره	سنگ	شخصي	1	0	0	0	1	65	1	1	MDF	ايراني فرنگي	سراميک	1	1	1	0	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/05/28	فرجام غربی خ داروخانه	4	4	4	4,550,000,000 تومان	16	تخلیه	سنگ	شخصي	0	1	0	0	2	59	1	1	MDF	ايراني فرنگي	سراميک	1	1	1	0	شوفاژ_کولر_آسانسور
آپارتمان	1402/06/01	هنگام شمیران نو	4	4	2	2,600,000,000 تومان	11	تخلیه	سنگ	قولنامه اي	0	1	0	0	3	70	2	1	چوبي	ايراني فرنگي	سراميک	1	0	1	1	کولر_گاز
آپارتمان	1402/05/29	مجیدیه شمالی خ استاد حسن بنا	4	5	2	7,265,000,000 تومان	15	اجاره	سنگ	شخصي	1	0	0	0	1	79	2	1	MDF	ايراني فرنگي	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/05/28	مجیدیه شمالی خ منصوری	4	4	3	5,750,000,000 تومان	15	اجاره	سنگ	شخصي	0	1	0	0	2	70	2	1	فلزي	ايرانی	سراميک	1	0	1	1	شوفاژ_کولر_گاز
آپارتمان	1402/06/14	فلكه اول تهران پارس خ 118	4	5	3	10,200,000,000 تومان	10	تخلیه	تراورتن	شخصي	0	1	0	0	1	103	2	1	MDF	ايراني فرنگي	پارکت	1	1	1	1	شوفاژ_کولر_آسانسور_پکیج_گاز
آپارتمان	1402/05/31	هروی حسین آّباد	4	11	12	18,500,000,000 تومان	نوساز	تخلیه	سنگ	شخصي	0	1	0	0	3	185	3	1	هایگلاس	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
